1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1088.6112211144734,1131.968211754409,1369.060926426926,1240.0812263791404,1463.7811560664363,1446.3297502156718,1590.5703620957424,1386.4302775608212,1539.5243155686414,1365.448796991444,1350.553769928997,1124.2489170047124,986.0992555458827,920.9013296055725,822.6229499896684,629.6035454801292,620.163094221289,561.4015975983372,467.7692585761981,528.2931514300283,590.218439820839,703.696396807901,774.8486125448628,806.7580445895303
999.5735197570749,1127.968358494176,1250.0565473371864,1477.696512239111,1390.0043794654828,1401.035484170864,1506.6261006634345,1524.833162075431,1558.8618989016336,1375.7559436028798,1191.958347572897,1226.4878492377602,998.3450569224954,901.2005892364157,746.4058365713105,609.8551489439499,588.8222108228947,545.0222861738745,469.07885052585374,512.8921052558504,551.3174769427003,603.875491047187,708.2027489783678,951.1213870587817
1076.8446103263564,1102.8213760757133,1309.868310783761,1229.5592473385968,1551.9691501700197,1493.9875119046396,1596.0803410553833,1416.507862287456,1397.5094720569457,1312.4172026955064,1368.109916927814,1113.4757865614715,999.9385481063994,949.9846603270535,810.4793382526109,632.8725894735908,545.1421755888416,548.7881209403146,460.7471589869281,505.8886208568612,609.6739366920094,700.4433140093274,710.0214402992475,797.2380323874469
1057.545499691641,1156.9169838904882,1184.3762044059592,1355.1487411944202,1310.1800755790662,1542.3073282896933,1508.017636789817,1543.6599517882887,1314.9809979911174,1392.756363752925,1217.5839707861905,1129.2533401210537,967.0964999517032,893.9373680491645,760.2391402608012,661.588296933349,517.4756562736496,488.6146896732841,457.190456077139,504.96921890305737,564.833709547556,596.326562064655,775.1383627338996,868.3890599336703
1000.0659424129723,1151.4252923416702,1358.71959902603,1377.6100859783605,1316.503771869046,1378.1083081964641,1558.1679381097006,1430.3524955622047,1506.1786692472133,1356.4334287390675,1219.922137367419,1183.4966492294275,936.5961612093165,833.122457606881,718.791123351627,635.4981366140094,613.1529743959011,549.3560028176265,532.1603386761324,530.598955482619,511.2199946569433,618.7958969694697,750.2699104033902,939.9686596924461
972.7556850178127,1140.8299904658645,1337.1362095319964,1310.6204345146368,1504.1115801327273,1511.1472800611277,1507.5995678228765,1521.4579359919283,1428.672097232892,1248.7809285882765,1349.226445403091,1235.5136465894896,1066.6327313336578,845.1329951970736,770.0872091939842,681.4533863481112,517.3472630390618,546.9678826065265,458.4894456985655,562.518170119313,537.6696874935419,706.3259402812901,709.8111913789422,876.751622723261
1066.294633399021,1239.5364673199444,1301.4242761456637,1444.1671521790192,1401.9983320044869,1557.323655845286,1465.3934199787498,1610.4521949507302,1511.3993659008515,1320.9076838905864,1321.0549797760611,1031.492336503136,1085.0152753452455,904.2172079881086,724.0798944783788,665.4453068580468,599.2234768585126,530.3058141585598,538.6603933931241,508.2843736708083,546.576965047449,629.7623043916589,717.2605434859929,866.9464285097877
1051.4801769518267,1214.0170907172715,1283.187804433769,1430.9100088970708,1567.736256178114,1530.33073117274,1375.3897879001136,1520.2124501548942,1295.3926517707823,1401.6498554823343,1374.6032620660394,1126.8325716039287,1086.603696074814,786.9410929441351,819.7711216629873,603.5718401668051,605.4883209291277,496.1788553735449,489.32512465772817,479.0417500820451,514.5333089335315,679.0525346299443,786.9161493432613,805.0359021007176
1024.5139244472336,1074.6477456400435,1349.1751472868,1254.5241422321837,1458.152881163602,1598.5718366149736,1511.5243481794093,1533.638288263467,1521.96745408067,1409.5790476073641,1331.2273457259741,1067.0315372507262,1082.0463646831927,871.2446440256525,812.3331825633825,672.1304339478729,593.5313161186261,563.6713205005707,460.57720628528693,555.344934438253,543.4418092059484,687.9846308227902,708.5914493343728,865.1246317785744
927.8449585693686,1198.3811457593392,1198.155335365349,1346.3102718579116,1517.6889156840239,1444.809159461702,1615.618461333396,1486.088638076339,1560.0603197725982,1427.0400179641622,1373.404076119275,1177.435982239795,962.5413846252637,875.8342886423438,816.0622866828976,701.3371727184497,538.7071261783425,491.8049546345966,475.2670125582602,530.0145443962659,532.3391023698256,672.9852162105478,722.9603334272553,929.4113416533504
949.2618911231624,1225.7488465706058,1207.8504422281003,1227.6300233114548,1336.0970931129793,1576.7318725923435,1401.0873128116752,1409.0409338121465,1574.986815756414,1331.0694479529257,1285.6864780819526,1139.5193126957522,993.7380213664015,939.7855094249613,680.4728900547133,631.0498063479931,561.4680085892973,536.1423511634573,522.8427096026383,465.67054700961285,521.3868065197393,612.6689197142081,725.0987709812246,917.2072934383353
1048.483534541741,1225.9337506554575,1225.4414199973212,1331.6854403948723,1330.2963404388152,1600.1132168571207,1619.5361826739509,1618.1675978316707,1499.9943983980086,1456.9892697466914,1266.7216960372427,1206.0639190469042,965.2243129239316,915.3818598384776,788.8036162470414,661.7329274124303,605.4699278440613,535.2554183302639,474.9152630530227,470.66610592420494,547.2376620972127,607.0534693919209,810.772917546473,876.3596526738526
1045.9451704649975,1225.4283973508866,1322.6569050105707,1452.7255613486755,1450.394897113039,1559.7542473894853,1636.7647551052835,1465.063405299681,1490.628913021011,1476.1732809548887,1185.343830402211,1032.7456717546102,996.1514464486859,938.5738410840665,753.3578816251961,608.4687602795401,621.9866926214154,514.0741473284204,493.7329424602094,472.91039608102625,559.0902357215325,708.3576943460212,740.0561970154904,918.9373881563394
1085.6448369712166,1017.0108928736446,1298.032037336133,1256.7955625227246,1435.492838287064,1587.7706543368213,1457.412407212799,1548.149414051624,1371.648125910859,1379.7791384090735,1308.0618833604476,1138.5025637728636,964.8815288464475,912.3319793416412,695.6937797544366,624.469516051046,599.4744033231416,517.1433644942455,459.3982168538138,535.4523238554461,614.0896736901226,603.989377205493,812.7970387390698,784.3047585716045
1090.8774044268562,1154.0804756285572,1189.527493087715,1262.7300599866917,1414.9768276223308,1462.810092661566,1501.8805387652337,1488.0652618664415,1314.582205661773,1285.4300071449143,1161.273247927338,1201.654144080164,930.1796279753162,899.608090316831,688.2585400535522,666.2378009017513,559.5891244471443,517.3399371679313,524.8179484861083,497.39632770874346,589.1835394236099,699.9639217165466,785.488862208402,887.8997229808649
1038.0451485672154,1218.06477655775,1131.284502138854,1487.402325399945,1423.6734483618495,1599.83068297385,1367.3462694140544,1418.7957684257467,1449.5788141128298,1372.197457868212,1359.947285775304,1087.789461048464,947.6889678294922,893.9865851082855,699.407157863451,699.8113735109689,536.6860281359155,465.69054181469954,512.6514396239437,488.801118311049,613.989089325872,595.3551983577313,750.175027402338,888.0453799097091
999.3945362971267,1030.1263984250022,1254.83304258062,1253.3671236466573,1302.3069178178905,1603.5505275168287,1428.1029057134522,1355.6190518597061,1293.2680051163693,1452.145132480818,1339.262118329322,1184.6159847048025,1058.4301107289243,831.9632389006185,762.4254947780253,676.9469930683034,538.5949576899826,540.950817671124,529.7319349206491,519.2768564964504,583.2910452367078,585.117004214741,731.5139659697007,839.5950292641471
971.8542790762334,1225.3933107577623,1360.3580808220581,1234.2794111002033,1457.1644602648112,1393.4174524993336,1545.6147476378042,1623.5654851339843,1330.8024726886483,1322.7315690316004,1210.3852033818428,1176.7622063141068,1062.7801504858771,791.415285732848,706.0767058959487,629.9106942239379,619.2247234577535,544.1315228874041,512.7025834053583,565.2763976411212,555.1522095649284,685.4062074119282,712.3895046204088,828.9126976151289
1083.1977223871047,1201.360808221226,1281.1133937641175,1261.3750446792808,1379.7927356350988,1609.0988772984915,1486.5125312219063,1347.632329508536,1356.5880175822003,1377.819836115232,1340.3191862589265,1119.40916874241,949.5368806075518,921.8635460015837,721.587128223266,616.4310405928662,575.844337009055,518.7284898805719,536.3174146602948,512.1700554594876,583.5113959283597,640.9871838638888,776.3845943935997,940.4083367071428
919.3382305396593,1218.4178671320387,1350.5568333338504,1315.9743741010213,1290.6797061570433,1470.8115963724338,1552.6202000624294,1394.0051117729693,1342.0946297283033,1316.6409325901277,1349.6038129105627,1151.8947493988323,1039.686964669133,885.8613323085367,776.302059798496,638.2325575063613,566.7781420119942,476.3997700022538,549.646246243736,482.7891879475315,602.9907320077317,663.8369413572228,787.7684220062624,875.7734983043888
